RowNumber;CustomerId;Surname;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited;Frecuencia de compra Mes;CantidadcompraPromedio;Compra_MasResalizada;#¿NOMBRE?;puede acceder;es activo ;Salario Estimado;Numero De producto;Score;Ternuere;Edad;Suma;75%Salary;;;;;;;;;;;;;;;;;;
7419;15647191;Lucchesi;677;France;Male;36;4;0;2;1;0;7824,31;0;0;3051,4809;8;;;;;;;;;;5085,8015;;;;;;;;;;;;;;;;;;
7420;15622507;Hamilton;748;Germany;Female;40;3;103499,09;2;0;0;38153,19;0;0;2479,95735;6;;;;;;;;;;24799,5735;;;;;;;;;;;;;;;;;;
7421;15765487;Kuo;753;Germany;Female;38;9;151766,71;1;1;1;180829,99;0;0;11753,94935;8;;;;;;;;;;117539,4935;;;;;;;;;;;;;;;;;;
7422;15646521;Fan;634;Spain;Female;36;1;0;1;1;1;143960,72;0;0;28072,3404;7;;;;;;;;;;93574,468;;;;;;;;;;;;;;;;;;
7423;15746258;Wright;622;France;Male;29;7;101486,96;1;1;1;8788,35;0;0;2284,971;2;;;;;;;;;;5712,4275;;;;;;;;;;;;;;;;;;
7424;15692430;Milano;699;Germany;Male;36;2;123601,56;2;1;0;103557,85;0;0;26925,041;10;;;;;;;;;;67312,6025;;;;;;;;;;;;;;;;;;
7425;15625501;Wall;570;Germany;Male;38;1;127201,58;1;1;0;147168,28;1;0;47829,691;7;;;;;;;;;;95659,382;;;;;;;;;;;;;;;;;;
7426;15640521;Chidumaga;552;Germany;Male;33;3;144962,74;1;1;0;58844,84;1;0;3824,9146;7;;;;;;;;;;38249,146;;;;;;;;;;;;;;;;;;
7427;15790630;Olisaemeka;619;France;Female;48;4;0;1;0;0;18094,96;1;0;4704,6896;7;;;;;;;;;;11761,724;;;;;;;;;;;;;;;;;;
7428;15664720;Kovalyova;714;Spain;Male;33;8;122017,19;1;0;0;162515,17;0;0;21126,9721;12;;;;;;;;;;105634,8605;;;;;;;;;;;;;;;;;;
7429;15750055;Onio;503;Spain;Male;32;9;100262,88;2;1;1;157921,25;0;0;61589,2875;11;;;;;;;;;;102648,8125;;;;;;;;;;;;;;;;;;
7430;15644878;Hill;685;Spain;Female;43;6;117302,62;1;0;0;68701,73;0;0;4465,61245;11;;;;;;;;;;44656,1245;;;;;;;;;;;;;;;;;;
7431;15754578;Okeke;606;France;Female;35;0;135984,15;2;1;0;186778,89;0;0;24281,2557;1;;;;;;;;;;121406,2785;;;;;;;;;;;;;;;;;;
7432;15705379;Upjohn;678;France;Male;38;3;0;2;1;0;66561,6;0;0;17306,016;11;;;;;;;;;;43265,04;;;;;;;;;;;;;;;;;;
7433;15761047;H?;724;Germany;Male;31;2;160997,54;2;0;1;64831,36;0;0;4214,0384;9;;;;;;;;;;42140,384;;;;;;;;;;;;;;;;;;
7434;15671293;Marcus;779;Germany;Female;37;2;128389,63;1;1;1;6589,16;1;0;856,5908;1;;;;;;;;;;4282,954;;;;;;;;;;;;;;;;;;
7435;15687527;Yobachukwu;638;Spain;Male;35;1;0;2;1;0;165370,66;0;0;64494,5574;10;;;;;;;;;;107490,929;;;;;;;;;;;;;;;;;;
7436;15647898;Russell;610;Spain;Female;50;5;130554,51;3;1;0;184758,17;1;0;72055,6863;4;;;;;;;;;;120092,8105;;;;;;;;;;;;;;;;;;
7437;15671534;Hovell;646;Germany;Female;57;6;90212;1;1;0;13911,27;1;0;2712,69765;7;;;;;;;;;;9042,3255;;;;;;;;;;;;;;;;;;
7438;15591248;Chukwumaobim;628;France;Female;29;9;71996,29;1;1;1;34857,46;0;0;9062,9396;14;;;;;;;;;;22657,349;;;;;;;;;;;;;;;;;;
7439;15676156;Boyle;528;France;Female;32;4;85615,66;2;1;0;156192,43;0;0;50762,53975;11;;;;;;;;;;101525,0795;;;;;;;;;;;;;;;;;;
7440;15812918;Scott;432;France;Female;27;6;62339,81;2;0;0;53874,67;0;0;7003,7071;10;;;;;;;;;;35018,5355;;;;;;;;;;;;;;;;;;
7441;15604130;Johnstone;622;Spain;Female;47;6;142319,03;1;0;0;100183,05;0;0;26047,593;9;;;;;;;;;;65118,9825;;;;;;;;;;;;;;;;;;
7442;15700549;Alvares;721;France;Male;54;5;0;2;1;1;4493,12;0;0;1752,3168;12;;;;;;;;;;2920,528;;;;;;;;;;;;;;;;;;
7443;15715519;McDavid;614;Spain;Male;36;5;0;2;1;0;130610,78;0;0;42448,5035;9;;;;;;;;;;84897,007;;;;;;;;;;;;;;;;;;
7444;15707042;Dellucci;634;France;Female;24;2;87413,19;1;1;0;63340,65;0;0;8234,2845;9;;;;;;;;;;41171,4225;;;;;;;;;;;;;;;;;;
7445;15605276;Brothers;742;France;Female;29;4;0;2;1;1;180066,59;0;0;46817,3134;14;;;;;;;;;;117043,2835;;;;;;;;;;;;;;;;;;
7446;15630592;Sanders;516;France;Female;45;4;0;1;1;0;95273,73;1;0;24771,1698;1;;;;;;;;;;61927,9245;;;;;;;;;;;;;;;;;;
7447;15636626;Morrison;718;France;Male;35;3;97560,16;1;1;1;53511,74;0;0;10434,7893;3;;;;;;;;;;34782,631;;;;;;;;;;;;;;;;;;
7448;15740411;Molle;636;Germany;Male;30;8;141787,31;2;1;1;109685,61;0;0;35647,82325;4;;;;;;;;;;71295,6465;;;;;;;;;;;;;;;;;;
7449;15593834;Genovese;691;Spain;Male;36;7;129934,64;1;0;0;75664,56;1;0;14754,5892;15;;;;;;;;;;49181,964;;;;;;;;;;;;;;;;;;
7450;15804235;Zetticci;698;France;Female;37;2;166178,02;2;1;1;71972,95;0;0;23391,20875;11;;;;;;;;;;46782,4175;;;;;;;;;;;;;;;;;;
7451;15679801;Hsueh;712;Spain;Female;39;5;163097,55;2;1;1;23702,42;0;0;4621,9719;11;;;;;;;;;;15406,573;;;;;;;;;;;;;;;;;;
7452;15673907;Alexander;659;France;Male;20;8;0;2;0;0;112572,02;0;0;14634,3626;3;;;;;;;;;;73171,813;;;;;;;;;;;;;;;;;;
7453;15636562;Muravyova;573;Spain;Male;44;8;0;2;0;0;62424,46;0;0;8115,1798;14;;;;;;;;;;40575,899;;;;;;;;;;;;;;;;;;
7454;15702571;Wright;778;Germany;Female;35;1;151958,19;3;1;1;131238,37;1;0;34121,9762;15;;;;;;;;;;85304,9405;;;;;;;;;;;;;;;;;;
7455;15627365;Calabresi;732;France;Male;46;0;0;2;1;1;184350,78;0;0;47931,2028;4;;;;;;;;;;119828,007;;;;;;;;;;;;;;;;;;
7456;15748499;Johnson;550;Germany;Male;33;4;118400,91;1;0;1;13999,64;1;0;2729,9298;1;;;;;;;;;;9099,766;;;;;;;;;;;;;;;;;;
7457;15598614;Lucchesi;790;Spain;Male;20;8;0;2;1;0;168152,76;0;0;21859,8588;9;;;;;;;;;;109299,294;;;;;;;;;;;;;;;;;;
7458;15668889;Galgano;665;Germany;Female;43;2;116322,27;4;1;0;35640,12;1;0;13899,6468;10;;;;;;;;;;23166,078;;;;;;;;;;;;;;;;;;
7459;15800049;Grigoryeva;728;Spain;Female;43;5;0;1;1;1;120088,17;0;0;15611,4621;8;;;;;;;;;;78057,3105;;;;;;;;;;;;;;;;;;
7460;15583724;Raymond;645;Spain;Female;29;4;0;2;1;1;74346,11;0;0;14497,49145;14;;;;;;;;;;48324,9715;;;;;;;;;;;;;;;;;;
7461;15622083;Paterson;647;Germany;Male;30;6;143138,91;2;1;0;2955,46;0;0;768,4196;5;;;;;;;;;;1921,049;;;;;;;;;;;;;;;;;;
7462;15645571;Genovese;596;Spain;Male;32;4;0;2;0;1;146504,35;0;0;28568,34825;1;;;;;;;;;;95227,8275;;;;;;;;;;;;;;;;;;
7463;15598266;Martin;610;France;Male;40;9;0;1;1;1;149602,54;0;0;48620,8255;4;;;;;;;;;;97241,651;;;;;;;;;;;;;;;;;;
7464;15667934;Moretti;512;France;Male;36;0;129804,17;1;1;0;53020,9;0;0;10339,0755;5;;;;;;;;;;34463,585;;;;;;;;;;;;;;;;;;
7465;15569682;Leckie;768;Germany;Male;37;9;108308,11;1;1;0;41788,25;1;0;2716,23625;4;;;;;;;;;;27162,3625;;;;;;;;;;;;;;;;;;
7466;15772941;Lane;666;Germany;Male;30;3;110153,27;1;0;1;74849,46;0;0;19460,8596;1;;;;;;;;;;48652,149;;;;;;;;;;;;;;;;;;
7467;15586174;Brodney;700;Germany;Female;30;4;116377,48;1;1;1;134417,31;0;0;43685,62575;1;;;;;;;;;;87371,2515;;;;;;;;;;;;;;;;;;
7468;15803682;Angelo;651;Germany;Female;37;10;117791,06;2;1;1;75837,58;0;0;19717,7708;6;;;;;;;;;;49294,427;;;;;;;;;;;;;;;;;;
7469;15627328;Millar;542;Spain;Female;26;2;0;2;1;1;54869,54;0;0;21399,1206;1;;;;;;;;;;35665,201;;;;;;;;;;;;;;;;;;
7470;15717065;Balashov;686;France;Female;35;8;105419,73;1;1;0;35356,46;0;0;4596,3398;7;;;;;;;;;;22981,699;;;;;;;;;;;;;;;;;;
7471;15602456;Afanasyev;850;Germany;Female;47;4;99219,47;2;1;1;122141,13;0;0;15878,3469;6;;;;;;;;;;79391,7345;;;;;;;;;;;;;;;;;;
7472;15721569;Chialuka;658;Germany;Female;55;8;119327,93;1;0;1;119439,66;0;0;46581,4674;14;;;;;;;;;;77635,779;;;;;;;;;;;;;;;;;;
7473;15573798;Yermolayev;448;France;Female;36;6;83947,12;2;1;0;81999,53;0;0;21319,8778;1;;;;;;;;;;53299,6945;;;;;;;;;;;;;;;;;;
7474;15638272;Tien;609;Spain;Male;32;4;99883,16;1;1;1;120594,85;0;0;23515,99575;12;;;;;;;;;;78386,6525;;;;;;;;;;;;;;;;;;
7475;15799859;Lucchesi;704;France;Male;50;4;165438,26;1;1;0;120770,75;1;0;31400,395;11;;;;;;;;;;78500,9875;;;;;;;;;;;;;;;;;;
7476;15599152;Lai;698;France;Male;31;1;156111,24;1;0;0;134790,74;0;0;26284,1943;5;;;;;;;;;;87613,981;;;;;;;;;;;;;;;;;;
7477;15737909;Bates;759;France;Male;44;2;111095,58;2;1;0;100137,7;0;0;32544,7525;14;;;;;;;;;;65089,505;;;;;;;;;;;;;;;;;;
7478;15646190;Saunders;677;France;Female;56;0;119963,45;1;0;0;158325,87;1;0;10291,18155;13;;;;;;;;;;102911,8155;;;;;;;;;;;;;;;;;;
7479;15711249;Chukwuemeka;544;Spain;Male;22;4;0;2;1;0;70007,67;0;0;9100,9971;6;;;;;;;;;;45504,9855;;;;;;;;;;;;;;;;;;
7480;15671987;Meagher;567;Spain;Male;35;8;153137,74;1;1;0;88659,07;0;0;5762,83955;2;;;;;;;;;;57628,3955;;;;;;;;;;;;;;;;;;
7481;15812766;Golubeva;490;Spain;Male;40;6;156111,08;1;0;0;190889,13;0;0;62038,96725;15;;;;;;;;;;124077,9345;;;;;;;;;;;;;;;;;;
7482;15778589;Collier;626;France;Male;34;7;113014,7;2;1;1;56646,28;0;0;11046,0246;11;;;;;;;;;;36820,082;;;;;;;;;;;;;;;;;;
7483;15750104;Chan;718;Germany;Male;43;5;132615,73;2;1;0;32999,1;0;0;8579,766;11;;;;;;;;;;21449,415;;;;;;;;;;;;;;;;;;
7484;15784526;Chen;616;France;Male;44;5;102016,38;1;0;1;178235,37;1;0;69511,7943;2;;;;;;;;;;115852,9905;;;;;;;;;;;;;;;;;;
7485;15646563;Wright;772;France;Female;35;9;0;1;0;1;25448,31;0;0;1654,14015;3;;;;;;;;;;16541,4015;;;;;;;;;;;;;;;;;;
7486;15744423;Cocci;561;France;Male;32;5;0;2;1;0;84871,99;0;0;22066,7174;8;;;;;;;;;;55166,7935;;;;;;;;;;;;;;;;;;
7487;15593694;Williams;814;France;Male;49;8;0;2;0;0;157822,54;0;0;20516,9302;7;;;;;;;;;;102584,651;;;;;;;;;;;;;;;;;;
7488;15785367;McGuffog;651;France;Female;56;4;0;1;0;0;84383,22;1;0;21939,6372;2;;;;;;;;;;54849,093;;;;;;;;;;;;;;;;;;
7489;15687765;Chukwujamuike;538;Germany;Female;42;4;80380,24;1;1;0;119216,46;0;0;23247,2097;5;;;;;;;;;;77490,699;;;;;;;;;;;;;;;;;;
7490;15789014;Scott;600;France;Female;26;6;108909,12;1;1;0;82547,01;0;0;16096,66695;13;;;;;;;;;;53655,5565;;;;;;;;;;;;;;;;;;
7491;15703177;Bell;654;France;Female;35;2;90865,8;1;1;1;86764,46;0;0;5639,6899;2;;;;;;;;;;56396,899;;;;;;;;;;;;;;;;;;
7492;15660263;Olisaemeka;622;France;Male;40;4;99799,76;2;1;0;197372,13;0;0;76975,1307;4;;;;;;;;;;128291,8845;;;;;;;;;;;;;;;;;;
7493;15776545;Napolitani;682;France;Male;28;10;200724,96;1;0;1;82872,64;1;0;10773,4432;1;;;;;;;;;;53867,216;;;;;;;;;;;;;;;;;;
7494;15683276;Sargood;610;Spain;Female;37;10;140363,95;2;1;1;129563,86;0;0;50529,9054;14;;;;;;;;;;84216,509;;;;;;;;;;;;;;;;;;
7495;15599272;Harrington;795;France;Female;36;1;151844,64;1;1;1;135388,89;0;0;26400,83355;5;;;;;;;;;;88002,7785;;;;;;;;;;;;;;;;;;
7496;15589541;Sutherland;557;France;Female;27;2;0;2;0;1;4497,55;0;0;1169,363;14;;;;;;;;;;2923,4075;;;;;;;;;;;;;;;;;;
7497;15608804;Allan;824;Germany;Male;49;8;133231,48;1;1;1;67885,37;0;0;13237,64715;7;;;;;;;;;;44125,4905;;;;;;;;;;;;;;;;;;
7498;15645820;Folliero;698;France;Male;27;7;0;2;1;0;111471,55;0;0;43473,9045;8;;;;;;;;;;72456,5075;;;;;;;;;;;;;;;;;;
7499;15659031;Mordvinova;630;France;Female;36;8;126598,99;2;1;1;134407,93;0;0;52419,0927;5;;;;;;;;;;87365,1545;;;;;;;;;;;;;;;;;;
7500;15790113;Schofield;609;Germany;Female;71;6;113317,1;1;1;0;108258,22;1;0;28147,1372;5;;;;;;;;;;70367,843;;;;;;;;;;;;;;;;;;
7501;15652289;Williams;694;France;Male;47;4;0;2;1;0;197528,62;0;0;77036,1618;2;;;;;;;;;;128393,603;;;;;;;;;;;;;;;;;;
7502;15605341;Baird;681;France;Female;58;8;93173,88;1;1;1;139761,25;0;0;27253,44375;14;;;;;;;;;;90844,8125;;;;;;;;;;;;;;;;;;
7503;15697844;Whitehouse;721;Spain;Female;32;10;0;1;1;0;136119,96;1;0;44238,987;8;;;;;;;;;;88477,974;;;;;;;;;;;;;;;;;;
7504;15652048;Thompson;563;Germany;Male;44;7;105007,31;2;1;1;197812,16;0;0;38573,3712;12;;;;;;;;;;128577,904;;;;;;;;;;;;;;;;;;
7505;15587038;Ogochukwu;654;Spain;Female;32;2;0;1;1;1;51972,92;1;0;16891,199;2;;;;;;;;;;33782,398;;;;;;;;;;;;;;;;;;
7506;15660528;Niu;659;Spain;Male;27;4;0;2;1;0;99341,87;0;0;12914,4431;13;;;;;;;;;;64572,2155;;;;;;;;;;;;;;;;;;
7507;15700300;Okoli;674;Germany;Female;44;4;131593,85;1;0;1;171345,02;1;0;22274,8526;13;;;;;;;;;;111374,263;;;;;;;;;;;;;;;;;;
7508;15642001;Lorenzen;576;Germany;Male;44;9;119530,52;1;1;0;119056,68;1;0;38693,421;5;;;;;;;;;;77386,842;;;;;;;;;;;;;;;;;;
7509;15580366;Okechukwu;566;Germany;Male;54;4;118614,6;2;1;1;172601,62;0;0;22438,2106;11;;;;;;;;;;112191,053;;;;;;;;;;;;;;;;;;
7510;15657228;Anderson;545;Germany;Male;37;9;95829,13;2;0;1;104936,88;0;0;34104,486;4;;;;;;;;;;68208,972;;;;;;;;;;;;;;;;;;
7511;15729377;Ku;798;France;Male;36;1;0;2;1;1;159044,1;0;0;51689,3325;3;;;;;;;;;;103378,665;;;;;;;;;;;;;;;;;;
7512;15686913;Kung;757;France;Male;38;0;0;1;1;0;83263,06;0;0;10824,1978;11;;;;;;;;;;54120,989;;;;;;;;;;;;;;;;;;
7513;15631267;Lu;641;France;Male;50;6;153590,73;2;1;1;130910,78;0;0;42546,0035;12;;;;;;;;;;85092,007;;;;;;;;;;;;;;;;;;
7514;15632275;Trevisano;718;France;Male;29;2;0;1;1;0;126336,72;0;0;24635,6604;13;;;;;;;;;;82118,868;;;;;;;;;;;;;;;;;;
7515;15715907;Onwubiko;699;France;Male;64;9;113109,52;1;1;0;27980,8;1;0;9093,76;11;;;;;;;;;;18187,52;;;;;;;;;;;;;;;;;;
7516;15764841;Vidler;623;France;Female;35;0;130557,24;1;1;1;47880,71;0;0;12448,9846;13;;;;;;;;;;31122,4615;;;;;;;;;;;;;;;;;;
7517;15748649;Shen;644;France;Male;40;8;93183,19;1;1;0;73882,49;0;0;14407,08555;14;;;;;;;;;;48023,6185;;;;;;;;;;;;;;;;;;
7518;15771409;McGregor;586;France;Male;58;7;151933,63;1;1;0;162960,05;1;0;10592,40325;10;;;;;;;;;;105924,0325;;;;;;;;;;;;;;;;;;
7519;15779207;Nnamdi;500;Germany;Male;30;2;125495,64;2;1;1;68807,47;0;0;4472,48555;1;;;;;;;;;;44724,8555;;;;;;;;;;;;;;;;;;
7520;15814116;Castiglione;583;France;Female;42;7;0;2;1;0;144039,05;0;0;56175,2295;13;;;;;;;;;;93625,3825;;;;;;;;;;;;;;;;;;
7521;15665087;Bergamaschi;595;Germany;Female;26;8;118547,72;1;1;1;151192,18;0;0;49137,4585;10;;;;;;;;;;98274,917;;;;;;;;;;;;;;;;;;
7522;15611189;Allingham;670;Spain;Male;43;1;97792,21;1;0;0;120225,62;0;0;15629,3306;13;;;;;;;;;;78146,653;;;;;;;;;;;;;;;;;;
7523;15729718;Stelzer;610;France;Male;41;6;0;3;0;0;56118,81;1;0;14590,8906;9;;;;;;;;;;36477,2265;;;;;;;;;;;;;;;;;;
7524;15733602;Rubin;814;Spain;Female;72;2;0;2;0;1;130853,03;0;0;17010,8939;14;;;;;;;;;;85054,4695;;;;;;;;;;;;;;;;;;
7525;15620103;Ho;660;France;Female;40;8;167181,01;1;1;1;185156,94;0;0;72211,2066;9;;;;;;;;;;120352,011;;;;;;;;;;;;;;;;;;
7526;15770406;Watson;580;Germany;Male;35;9;121355,19;1;0;1;35671,45;0;0;2318,64425;2;;;;;;;;;;23186,4425;;;;;;;;;;;;;;;;;;
7527;15800554;Perry;850;France;Female;81;1;0;2;1;1;59568,24;0;0;15487,7424;8;;;;;;;;;;38719,356;;;;;;;;;;;;;;;;;;
7528;15611409;Sun;676;Spain;Male;35;0;0;2;0;0;139911,58;0;0;18188,5054;1;;;;;;;;;;90942,527;;;;;;;;;;;;;;;;;;
7529;15646535;Harrell;578;France;Male;46;5;113226,47;1;1;0;56770,76;0;0;14760,3976;1;;;;;;;;;;36900,994;;;;;;;;;;;;;;;;;;
7530;15575430;Robson;579;France;Female;33;1;118392,75;1;1;1;157564,75;0;0;10241,70875;14;;;;;;;;;;102417,0875;;;;;;;;;;;;;;;;;;
7531;15711299;Wilson;711;Germany;Female;52;8;145262,54;1;0;1;131473,31;0;0;8545,76515;3;;;;;;;;;;85457,6515;;;;;;;;;;;;;;;;;;
7532;15642063;Kelechi;692;France;Male;40;6;163505,16;1;0;0;90424,09;0;0;29387,82925;3;;;;;;;;;;58775,6585;;;;;;;;;;;;;;;;;;
7533;15706602;Bates;760;Spain;Female;33;1;118114,28;2;0;1;156660,21;0;0;20365,8273;5;;;;;;;;;;101829,1365;;;;;;;;;;;;;;;;;;
7534;15592773;Eberegbulam;630;Germany;Female;51;0;108449,23;3;0;0;88372,69;1;0;11488,4497;14;;;;;;;;;;57442,2485;;;;;;;;;;;;;;;;;;
7535;15786539;Olisaemeka;808;France;Male;32;1;0;2;1;1;46200,71;0;0;6006,0923;4;;;;;;;;;;30030,4615;;;;;;;;;;;;;;;;;;
7536;15737542;Davey;611;Germany;Female;36;10;103294,56;1;1;0;160548,12;0;0;62613,7668;7;;;;;;;;;;104356,278;;;;;;;;;;;;;;;;;;
7537;15590234;De Luca;697;France;Female;42;1;0;1;1;0;1262,83;1;0;328,3358;10;;;;;;;;;;820,8395;;;;;;;;;;;;;;;;;;
7538;15773776;Ho;655;France;Female;38;6;0;1;1;1;188639,28;0;0;36784,6596;12;;;;;;;;;;122615,532;;;;;;;;;;;;;;;;;;
7539;15728082;Vasiliev;601;Spain;Male;28;6;0;2;1;0;14665,28;0;0;2859,7296;12;;;;;;;;;;9532,432;;;;;;;;;;;;;;;;;;
7540;15609987;Smith;755;France;Male;42;2;119919,12;1;1;0;156868,21;0;0;61178,6019;2;;;;;;;;;;101964,3365;;;;;;;;;;;;;;;;;;
7541;15735330;Sung;553;France;Male;37;1;0;1;1;0;30461,55;0;0;3960,0015;15;;;;;;;;;;19800,0075;;;;;;;;;;;;;;;;;;
7542;15649430;White;723;France;Male;28;4;0;2;1;1;123885,88;0;0;40262,911;2;;;;;;;;;;80525,822;;;;;;;;;;;;;;;;;;
7543;15768777;Wang;507;Spain;Female;34;4;0;2;1;1;60688,38;0;0;23668,4682;4;;;;;;;;;;39447,447;;;;;;;;;;;;;;;;;;
7544;15777893;Davide;777;France;Male;43;1;0;2;1;0;21785,91;0;0;7080,42075;5;;;;;;;;;;14160,8415;;;;;;;;;;;;;;;;;;
7545;15791326;Nnamdi;566;France;Male;34;3;0;1;0;0;188135,69;0;0;48915,2794;4;;;;;;;;;;122288,1985;;;;;;;;;;;;;;;;;;
7546;15615176;Welsh;732;France;Male;26;7;0;2;1;0;154364,66;0;0;60202,2174;4;;;;;;;;;;100337,029;;;;;;;;;;;;;;;;;;
7547;15735221;Sousa;697;France;Female;42;10;0;2;1;0;61312,15;0;0;23911,7385;15;;;;;;;;;;39852,8975;;;;;;;;;;;;;;;;;;
7548;15617991;Andrews;555;France;Male;29;4;128744,04;1;1;1;47454,93;0;0;18507,4227;1;;;;;;;;;;30845,7045;;;;;;;;;;;;;;;;;;
7549;15658504;Chiawuotu;584;Germany;Female;62;9;137727,34;2;0;1;121102,9;0;0;31486,754;14;;;;;;;;;;78716,885;;;;;;;;;;;;;;;;;;
7550;15785705;Thomson;705;Germany;Female;44;10;106731,58;1;1;0;137419,87;1;0;35729,1662;12;;;;;;;;;;89322,9155;;;;;;;;;;;;;;;;;;
7551;15801817;Carpenter;688;France;Female;38;7;123544,21;1;1;1;157664,02;0;0;61488,9678;4;;;;;;;;;;102481,613;;;;;;;;;;;;;;;;;;
7552;15752578;Yefimova;626;France;Female;37;2;133968,96;2;1;0;148689,65;0;0;9664,82725;14;;;;;;;;;;96648,2725;;;;;;;;;;;;;;;;;;
7553;15781574;Ma;636;Spain;Male;76;9;126534,6;1;1;1;39789,62;0;0;12931,6265;2;;;;;;;;;;25863,253;;;;;;;;;;;;;;;;;;
7554;15792107;Black;719;Spain;Female;35;8;0;1;1;1;165162,4;0;0;42942,224;10;;;;;;;;;;107355,56;;;;;;;;;;;;;;;;;;
7555;15569917;Obijiaku;706;Spain;Male;30;6;87609,68;2;0;0;137674,55;1;0;44744,22875;14;;;;;;;;;;89488,4575;;;;;;;;;;;;;;;;;;
7556;15721504;King;731;Spain;Male;41;3;0;2;1;0;101371,72;0;0;13178,3236;8;;;;;;;;;;65891,618;;;;;;;;;;;;;;;;;;
7557;15757306;Miller;738;Spain;Male;49;3;0;3;1;1;65066,48;1;0;25375,9272;10;;;;;;;;;;42293,212;;;;;;;;;;;;;;;;;;
7558;15647295;Chin;426;France;Male;34;9;0;2;1;0;107876,91;0;0;42071,9949;5;;;;;;;;;;70119,9915;;;;;;;;;;;;;;;;;;
7559;15642098;Cox;622;Spain;Female;36;0;108960;2;1;0;111180,3;1;0;36133,5975;13;;;;;;;;;;72267,195;;;;;;;;;;;;;;;;;;
7560;15696120;Wallace;701;Spain;Female;30;2;0;2;1;0;115650,63;0;0;15034,5819;1;;;;;;;;;;75172,9095;;;;;;;;;;;;;;;;;;
7561;15675176;Price;512;France;Male;51;6;144953,31;1;1;1;165035,17;0;0;32181,85815;5;;;;;;;;;;107272,8605;;;;;;;;;;;;;;;;;;
7562;15700046;Yuan;635;France;Male;41;4;103544,88;2;1;0;193746,55;0;0;62967,62875;11;;;;;;;;;;125935,2575;;;;;;;;;;;;;;;;;;
7563;15782089;Mullen;685;France;Male;33;6;0;1;1;0;58458,26;0;0;18998,9345;2;;;;;;;;;;37997,869;;;;;;;;;;;;;;;;;;
7564;15706394;Howell;609;France;Male;53;7;0;2;0;1;52332,85;0;0;13606,541;8;;;;;;;;;;34016,3525;;;;;;;;;;;;;;;;;;
7565;15759387;McIntosh;598;Germany;Male;38;1;101487,18;1;1;1;75959,1;1;0;14812,0245;15;;;;;;;;;;49373,415;;;;;;;;;;;;;;;;;;
7566;15623369;Clifton;708;France;Male;52;10;105355,81;1;1;0;123,07;1;0;23,99865;7;;;;;;;;;;79,9955;;;;;;;;;;;;;;;;;;
7567;15732943;Okwuoma;574;Spain;Male;36;4;77967,5;1;1;0;167066,95;1;0;54296,75875;10;;;;;;;;;;108593,5175;;;;;;;;;;;;;;;;;;
7568;15750545;Chidiebere;629;France;Male;44;5;0;4;0;0;117572,59;1;0;30568,8734;12;;;;;;;;;;76422,1835;;;;;;;;;;;;;;;;;;
7569;15809909;Fan;422;Spain;Female;54;4;0;2;1;1;7166,71;0;0;931,6723;1;;;;;;;;;;4658,3615;;;;;;;;;;;;;;;;;;
7570;15642448;Onyemauchechukwu;656;Spain;Male;28;8;120047,77;1;1;1;137173,39;0;0;53497,6221;2;;;;;;;;;;89162,7035;;;;;;;;;;;;;;;;;;
7571;15791944;Harker;697;France;Male;32;7;175464,85;3;1;0;116442,42;1;0;45412,5438;8;;;;;;;;;;75687,573;;;;;;;;;;;;;;;;;;
7572;15768342;Bolton;718;France;Male;52;8;79475,3;3;1;1;32421,32;1;0;12644,3148;4;;;;;;;;;;21073,858;;;;;;;;;;;;;;;;;;
7573;15567919;Lazarev;586;Germany;Male;37;8;167735,69;2;0;1;104665,79;0;0;40819,6581;12;;;;;;;;;;68032,7635;;;;;;;;;;;;;;;;;;
7574;15674750;Alexeyeva;481;Spain;Female;37;8;0;2;1;0;44215,86;0;0;8622,0927;12;;;;;;;;;;28740,309;;;;;;;;;;;;;;;;;;
7575;15778345;Stevens;749;France;Female;33;1;74385,98;1;1;0;20164,47;0;0;5242,7622;1;;;;;;;;;;13106,9055;;;;;;;;;;;;;;;;;;
7576;15687634;Glover;561;Germany;Male;49;5;94754;1;1;1;26691,31;0;0;5204,80545;2;;;;;;;;;;17349,3515;;;;;;;;;;;;;;;;;;
7577;15666096;Ibekwe;676;Spain;Male;27;4;0;1;0;1;107955,67;0;0;35085,59275;4;;;;;;;;;;70171,1855;;;;;;;;;;;;;;;;;;
7578;15581700;Paterson;615;Germany;Male;43;3;86920,86;1;1;1;150048,37;0;0;58518,8643;6;;;;;;;;;;97531,4405;;;;;;;;;;;;;;;;;;
7579;15656417;Marsh;582;France;Female;39;1;132077,48;2;1;0;192255,15;0;0;74979,5085;7;;;;;;;;;;124965,8475;;;;;;;;;;;;;;;;;;
7580;15649101;Reeves;601;France;Male;40;10;127847,86;1;0;0;173245,68;0;0;45043,8768;8;;;;;;;;;;112609,692;;;;;;;;;;;;;;;;;;
7581;15781975;Rees;708;France;Male;34;3;0;1;0;1;121457,88;1;0;47368,5732;14;;;;;;;;;;78947,622;;;;;;;;;;;;;;;;;;
7582;15700511;Hanson;708;Germany;Male;42;9;176702,36;2;1;1;104804,74;0;0;6812,3081;14;;;;;;;;;;68123,081;;;;;;;;;;;;;;;;;;
7583;15770255;Onwughara;797;Germany;Female;33;10;83555,58;1;0;0;69767,14;0;0;27209,1846;8;;;;;;;;;;45348,641;;;;;;;;;;;;;;;;;;
